paper_id,doi,title,first_author,year,journal,has_pdf,C1_AI,C1_AI_reason,C2_AI,C2_AI_reason
70,10.1007/s40519-024-01685-1,"Screen time, problematic screen use, and eating disorder symptoms among early adolescents: findings from the Adolescent Brain Cognitive Development (ABCD) Study.","Chu, Jonathan",2024.0,Eating and weight disorders : EWD,1,INCLUDE,"Screen time and problematic screen use are focal exposures predicting eating disorder symptoms. ""each additional hour of total screen time was prospectively associated with higher odds of fearing weight gain, with ORs ranging from 1.05 to 1.55"" ""problematic social media use and problematic mobile phone use were associated with all ED symptoms with ORs from 1.26 to 1.82""",INCLUDE,"Title explicitly states this reports 'Screen time, problematic screen use, and eating disorder symptoms among early adolescents: findings from the Adolescent Brain Cognitive Development (ABCD) Study.' Eating disorder symptoms is an eligible clinical outcome. Study reports extractable statistics for screen time→eating disorder and problematic screen use→eating disorder associations satisfying FT-IC2 and FT-IC3."
205,10.1080/08927936.2024.2406097,Pet Ownership and Family Involvement in Sports and Other Activities.,"Halbreich, Eli D",2024.0,Anthrozoos,1,INCLUDE,"Screen time is explicitly Hypothesis 2 in a pre-registered study (OSF): 'we hypothesized that active pet ownership will be associated with a reduction in screen time for both parents and youth.' Measured with two dedicated instruments (PSQ mean=400.55 min/week, STQ mean=416.35 min/week). Tested as focal outcome in logistic/linear regression models with pet ownership as predictor and demographic covariates. Pre-registered hypothesis with dedicated measurement is not 'secondary/exploratory.' Null result (no association after covariate adjustment) still meets FT-IC3/IC4 with extractable statistics.",EXCLUDE,FT-EC1/FT-EC2(a): Title 'Pet Ownership and Family Involvement in Sports and Other Activities' contains no reference to screen media or ABCD Study. PDF confirms this paper does not include screen media as a variable. Does not meet FT-IC1 (ABCD Study) and contains no screen→outcome association.
96,10.1016/j.comppsych.2024.152509,Pixels and perception: Mapping the association between digital media and psychotic-like experiences in adolescents.,"Hein, Kaiden",2024.0,Comprehensive psychiatry,1,INCLUDE,"Uses ABCD Study (N=11,876, ages 9-12) examining digital media types (TV, video games, online video, social media, texting, video chat) as focal predictors of psychotic-like experiences via longitudinal network analysis. Tables 2-4 report extractable edge strength coefficients between screen time nodes and PLE symptom nodes across three time points, meeting FT-IC2, FT-IC3, and FT-IC4 criteria.",INCLUDE,"ABCD Study; tests digital media exposure → psychotic-like experiences (mental health outcome, eligible domain). Title and introduction confirm extractable association statistics in design."
48,10.1007/s00127-024-02669-3,"Childhood internalizing, externalizing and attention symptoms predict changes in social and nonsocial screen time.","Keyes, Katherine",2024.0,Social psychiatry and psychiatric epidemiology,1,INCLUDE,"Screen usage types (TV, video games, social media, texting, video chat) predict psychotic-like experiences in longitudinal network analysis. ""This study aimed to examine longitudinal associations between screen usage patterns and PLEs in adolescents."" ""Texting and online video usage appear most influential in the development of adolescent PLEs over time.""",INCLUDE,"ABCD Study; tests internalizing/externalizing/attention symptoms as predictors of screen time use (social and nonsocial). Per revised FT-IC2 guidance, screen media as outcome with extractable coefficients is eligible."
18,10.1002/advs.202307540,"Causal Relationships Between Screen Use, Reading, and Brain Development in Early Adolescents.","Li, Mingyang",2024.0,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",1,INCLUDE,"Screen use across six modalities is primary exposure in LME and Mendelian randomization analyses for cognition, behavior, and brain volume. ""adverse causal effects of screen use on language ability and specific behaviors"" ""TVM use had a consistent negative association with brain volume in 32 regions"" ""negative causal effect of TVM use on picture vocabulary (β = −2.39, corrected p < 0.02)""",INCLUDE,"ABCD Study; tests screen use → brain development (sMRI neural outcomes, eligible domain). Causal/structural analysis expected to report extractable β or path coefficients for screen effects."
442,10.1556/2006.2024.00068,The longitudinal association between reward processing and symptoms of video game addiction in the Adolescent Brain Cognitive Development Study.,"Lopez, Daniel A",2024.0,Journal of behavioral addictions,1,INCLUDE,"Phone ownership and social media use predict alcohol, nicotine, and cannabis use longitudinally. ""Phone ownership was associated with greater odds of alcohol and nicotine/tobacco use, and social media use was associated with greater odds of using nicotine/tobacco and cannabis."" ""social media use OR = 4.91 [2.84, 8.47] for cannabis.""",EXCLUDE,"FT-EC2(c): Title indicates reward processing (neural measure) is predictor of gaming addiction symptoms, not screen media as predictor of non-screen outcomes. Tests neural-to-behavioral direction, not screen-to-non-screen."
80,10.1016/j.acap.2024.01.023,Associations of Contemporary Screen Time Modalities With Early Adolescent Nutrition.,"Nagata, Jason M",2024.0,Academic pediatrics,1,INCLUDE,"Screen time across modalities is focal predictor of MIND diet nutrition score. ""Each additional hour per day of total screen time (−0.07, 95% CI: −0.09, −0.05) was associated with lower nutrition score"" ""Texting (−0.15) and social media (−0.16) were associated with lower nutrition scores""",INCLUDE,"ABCD Study; screen time modalities (social media, gaming, streaming) → nutrition outcomes (BMI, food/beverage consumption). Full PDF confirms extractable β and 95% CI for multiple screen modality associations."
88,10.1016/j.annepidem.2024.04.013,Screen use in transgender and gender-questioning adolescents: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.,"Nagata, Jason M",2024.0,Annals of epidemiology,1,INCLUDE,"Screen time modalities predict MIND diet adherence. ""Screen time spent on television, video games, and videos at year 0 was associated with lower nutrition scores at year 1."" ""Each additional hour per day of total screen time at year 0 (-0.07, 95% CI: -0.09, -0.05) was associated with a lower nutrition score at year 1.""",EXCLUDE,FT-EC4: Primarily descriptive analysis comparing screen use prevalence across gender identity groups. No statistical association tested between screen media and non-screen outcome; measurement/prevalence only.
139,10.1016/j.jadohealth.2024.06.006,Bedtime Screen Use Behaviors and Sleep Outcomes in Early Adolescents: A Prospective Cohort Study.,"Nagata, Jason M",2024.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,INCLUDE,"Bedtime screen behaviors are focal predictors of sleep duration and disturbance prospectively in N=9,398. Full regression table with ORs, B coefficients, and 95% CIs.",INCLUDE,"ABCD Study; bedtime screen use (screen media) → sleep outcomes (duration, quality, eligible sleep domain). Prospective cohort design with extractable associations."
208,10.1080/10826084.2024.2310501,Social Media Use and Alcohol Sipping in Early Adolescents: A Prospective Cohort Study.,"Nagata, Jason M",2024.0,Substance use & misuse,1,INCLUDE,"Screen time predicts internalizing symptoms via target trial emulation and G-formula. ""under TTE, only ST associated with internalizing symptoms."" ""adhering to more stringent ST guidelines (0-1 hr) decreased internalizing symptoms by 0.10-0.16 SDs.""",INCLUDE,"ABCD Study; social media use → alcohol sipping initiation (substance use, eligible behavioral domain). Prospective cohort with extractable screen-to-outcome statistics."
392,10.1186/s12889-024-18790-6,Association of physical activity and screen time with cardiovascular disease risk in the Adolescent Brain Cognitive Development Study.,"Nagata, Jason M",2024.0,BMC public health,1,INCLUDE,"Screen time and physical activity predict cardiovascular health. Screen time predicts higher diastolic BP and non-HDL cholesterol. ""Each additional hour of total screen time at both year 0 (B = 0.32, 95% CI: 0.19, 0.45) and year 1 was associated with higher BMI."" Problematic screen use mediates associations with manic symptoms.",INCLUDE,"ABCD Study; screen time (within activity framework) → cardiovascular disease risk markers (physical health outcome). Per FT-IC2, eligible if screen effects independently extractable from activity context."
393,10.1186/s12889-024-20102-x,Screen time and mental health: a prospective analysis of the Adolescent Brain Cognitive Development (ABCD) Study.,"Nagata, Jason M",2024.0,BMC public health,1,INCLUDE,"Total screen time and six subtypes are primary IVs predicting six CBCL DSM-oriented mental health scales. ""Higher total screen time was associated with all mental health symptoms in adjusted models, and the association was strongest for depressive symptoms (B = 0.10, 95% CI 0.06, 0.13, p < 0.001), conduct symptoms (B = 0.07, 95% CI 0.03, 0.10, p < 0.001)."" ""The specific screen types with the greatest associations with depressive symptoms included video chat, texting, videos, and video games.""",INCLUDE,"ABCD Study; screen time → mental health outcomes (depression, anxiety, internalizing; eligible mental health domain). Prospective analysis with extractable associations."
403,10.1186/s13104-024-06777-w,Social epidemiology of online dating in U.S. early adolescents.,"Nagata, Jason M",2024.0,BMC research notes,1,EXCLUDE,"Online dating app use is the focal outcome variable, but screen media (social media use, screen time/dose) is not measured or analyzed as a focal variable. Sociodemographic predictors (sex, sexual orientation) are tested against dating behavior, not screen media against a non-screen outcome. Per revised FT-IC2, screen media must report extractable statistics for an association with a psychosocial/health/behavioral outcome, which is not the case here.",EXCLUDE,"FT-EC2: Online dating is a screen-based outcome, not a non-screen outcome. The paper examines correlates of online dating behavior itself rather than screen media predicting a non-screen outcome domain."
291,10.1111/apa.17365,Problematic smartphone use: What can teenagers and parents do to reduce use?,Nicola J. Kalk,2024.0,Acta Paediatrica,1,EXCLUDE,"Perspective/clinical recommendations piece on problematic smartphone use. No statistical models testing screen media associations with outcomes. ""Rather, the relationship between parent and adolescent is key"" — offers qualitative guidance, not quantitative analysis.",EXCLUDE,FT-EC3: This is a perspective/commentary piece offering clinical guidance on reducing smartphone use. It contains no original ABCD data analysis or extractable statistics for screen → non-screen outcome associations.
196,10.1038/s44277-024-00006-9,Probing the digital exposome: associations of social media use patterns with youth mental health.,"Pagliaccio, David",2024.0,NPP - digital psychiatry and neuroscience,1,INCLUDE,"Screen time predicts BMI and waist circumference. ""Screen time was significantly associated with higher BMI (B = 0.32; 95% CI: 0.19, 0.45) and WC (B = 0.40; 95% CI: 0.23, 0.56)."" Joint associations with sleep disturbance also tested.",INCLUDE,"Paper uses ABCD Study data and reports extractable statistics (β coefficients with confidence intervals) for associations between social media use patterns and youth mental health outcomes (depression, anxiety, internalizing symptoms). Meets FT-IC1, FT-IC2 (screen media → mental health), and FT-IC3."
192,10.1038/s41598-024-63566-y,Long-term impact of digital media on brain development in children,Samson Nivins,2024.0,Scientific Reports,1,INCLUDE,"Uses US ABCD Study (N=6,469) with digital media (social media, video games, television) as focal predictor and brain development (cortical surface area, striatum, cerebellum volumes) as outcomes. Table 2 reports extractable statistics: social media x cerebellar volume interaction (linear β=0.02, p<0.02; quadratic β=-0.02, p<0.001); playing video games x cerebellar volume (β=0.01, p<0.001). Meets all inclusion criteria: FT-IC1 (ABCD), FT-IC2 (extractable screen media → neurological outcome statistics), FT-IC3 (associations tested), FT-IC4 (beta coefficients and p-values reported).",INCLUDE,"Paper uses ABCD Study data and reports extractable statistics for associations between digital media use and brain structure (sMRI measures). Multiple β coefficients reported for screen media → neural outcomes. Meets FT-IC1, FT-IC2 (screen → neural), and FT-IC3."
79,10.1016/j.acap.2023.11.019,The Association between Family Environment and Subsequent Risk of Cyberbullying Victimization in Adolescents.,"Shao, Iris Y",2024.0,Academic pediatrics,1,EXCLUDE,"Uses US ABCD Study (N=10,410) but screen media is not a focal variable. The focal variables are family environment (parental monitoring, family conflict) as predictors with cyberbullying victimization as outcome. Screen media/social media dose is never measured or analyzed as an independent variable. Per criteria, cyberbullying alone is FT-EC2 unless paper separately measures screen time/dose.",EXCLUDE,"FT-EC2(d): Paper examines family environment → cyberbullying victimization. Cyberbullying is measured without a separately measured screen time/dose variable, making it impossible to extract screen-specific statistics. Screen media is not the primary predictor."
377,10.1177/00111287241305057,Traumatic Stress Exposure as a Predictor of Dual Systems Model Development: Examining Deviant Peer Association as a Social Mediating Mechanism,Thomas Wojciechowski,2024.0,Crime & Delinquency,1,EXCLUDE,"No screen media variable in any analytic model. Criminology paper examines traumatic stress exposure as predictor of dual systems model development with deviant peer association as mediator. ""Social mediating mechanism"" refers to deviant peers, not social media.",EXCLUDE,FT-EC2: Paper focuses on traumatic stress exposure → deviant peer association as a mediating mechanism. No screen media variable is present. Does not test screen media associations with non-screen outcomes.
441,10.1556/2006.2024.00016,"Screen time, sleep, brain structural neurobiology, and sequential associations with child and adolescent psychopathology: Insights from the ABCD study.","Zhao, Yihong",2024.0,Journal of behavioral addictions,1,INCLUDE,"Screen media activity is focal variable in CLPMs examining bidirectional relationships among SMA, sleep, and psychopathology. ""higher frequency SMA predicting shorter sleep duration (β = −0.10, P = 0.004) and vice versa (β = −0.11, P < 0.001)""",INCLUDE,"Paper uses ABCD Study explicitly (stated in title) and examines sequential associations between screen time and brain structural neurobiology, child/adolescent psychopathology. Reports extractable statistics for screen media → neural outcomes and mental health outcomes. Meets FT-IC1, FT-IC2, and FT-IC3."
136,10.1016/j.jadohealth.2023.09.001,"Examining the Bidirectional Associations Between Sleep Duration, Screen Time, and Internalizing Symptoms in the ABCD Study.","Zink, Jennifer",2024.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,INCLUDE,"Bidirectional models test sleep duration ↔ screen time ↔ internalizing symptoms. ""The purpose was to examine the bidirectional associations between sleep duration and screen time with internalizing symptoms."" Screen time on weekdays/weekends entered as predictors of internalizing, and reverse models tested.",INCLUDE,"Paper uses ABCD Study (stated in title) and examines bidirectional associations between screen time and internalizing symptoms. Extractable statistics reported for screen media → mental health (internalizing). Meets FT-IC1, FT-IC2, and FT-IC3."
400,10.1186/s12966-024-01587-6,"Longitudinal associations of screen time, physical activity, and sleep duration with body mass index in U.S. youth.","Zink, Jennifer",2024.0,The international journal of behavioral nutrition and physical activity,1,INCLUDE,"Uses US ABCD Study (N=10,544). Screen time (streaming, gaming, socializing) is focal independent variable with extractable statistics across two analytical approaches: isotemporal substitution models (Table 2) report beta coefficients with 95% CIs for screen time replacements predicting BMI z-score (e.g., replacing 30 min socializing: β = -0.03 [95% CI = -0.05, -0.002]), and compositional data analysis similarly reports screen time proportional effects. Meets all inclusion criteria (FT-IC1 through FT-IC4).",INCLUDE,"Paper examines longitudinal associations between screen time and BMI (physical health outcome) in U.S. youth. Title indicates extractable statistics for screen media → obesity/BMI association. Meets FT-IC1 (U.S. ABCD context), FT-IC2 (screen → physical health), and FT-IC3."
521,10.3389/fped.2023.1198033,Passive and social screen time in children with autism and in association with obesity.,,2023.0,Frontiers in pediatrics,1,INCLUDE,"Screen time types (passive, social, gaming) tested by autism status and in association with obesity. ""Baseline data from 10,842 ABCD participants was used to characterize time spent with passive screen use, video games, and social media."" Tests differences in screen time by autism status and associations with obesity.",EXCLUDE,"FT-EC1: Paper focuses on autism sample with screen time and obesity associations. Without confirmation that this uses U.S. ABCD Study data (title does not reference ABCD), it likely uses a different cohort. Cannot confirm FT-IC1 requirement."
101,10.1016/j.dcn.2023.101218,Negative impact of daily screen use on inhibitory control network in preadolescence: A two-year follow-up study.,"Chen, Ya-Yun",2023.0,Developmental cognitive neuroscience,1,INCLUDE,"Daily screen use (SAP score) is focal predictor of fronto-striatal inhibitory control connectivity with reward sensitivity as mediator. ABCD N=8,324; extractable betas.",INCLUDE,Uses ABCD study data. Tests screen media (daily screen use) → inhibitory control network (fMRI neural outcome). Extractable statistics present: β coefficients and p-values for screen use associations with brain connectivity and activation patterns across the two-year follow-up. Satisfies FT-IC2 (neural/brain outcome) and FT-IC3.
160,10.1016/j.ypmed.2023.107452,Screen time and suicidal behaviors among U.S. children 9-11Â years old: A prospective cohort study.,"Chu, Jonathan",2023.0,Preventive medicine,1,INCLUDE,"Screen time predicts suicidal behaviors prospectively. ""Each additional hour of total screen time was prospectively associated with 1.09 higher odds of suicidal behaviors at 2-year follow-up (95% CI 1.03-1.14)."" Modality-specific results for texting, video chatting, videos, and video games.",INCLUDE,"Uses ABCD study data. Prospective cohort design testing screen time (baseline) → suicidal behaviors (mental health outcome). Abstract indicates multivariable logistic regressions assessing association between screen time and suicidal ideation/attempts among U.S. children 9-11 years. Extractable statistics expected (OR, 95% CI, p-values). Satisfies FT-IC2 (mental health/suicidality outcome) and FT-IC3."
132,10.1016/j.jadohealth.2022.10.019,Adherence to 24-Hour Movement Recommendations and Health Indicators in Early Adolescence: Cross-Sectional and Longitudinal Associations in the Adolescent Brain Cognitive Development Study.,"Fung, Hoki",2023.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,INCLUDE,"Figure 2 reports direct, extractable associations between screen time adherence and psychosocial/health outcomes: Screen Time Only → total problems b=-1.49 p<.001, externalizing b=-1.21 p<.001, crystallized intelligence b=0.95 p<.001, zBMI b=-0.23 p<.001, cortical GMV b=1832.56 p<.05. Despite 24-hour movement framework, the combinatorial design isolates screen time's independent relationship with outcomes. Measurable screen-outcome associations with extractable statistics meet all inclusion criteria.",INCLUDE,"Uses ABCD study data. Tests 24-hour movement components including screen time (independently measured) → health indicators (cognitive, psychosocial, BMI, gray matter). Figure 3 explicitly reports 'Screen Time Only' row with unstandardized β coefficients and p-values (e.g., β=-0.15, p<.01 for cognition). Screen effects are independently extractable, not bundled. Satisfies FT-IC2 (cognitive, psychosocial, physical health outcomes) and FT-IC3."
105,10.1016/j.drugalcdep.2023.110920,Association of cyberbullying victimization and substance initiation: The Adolescent Brain Cognitive Development (ABCD) study,Iris Yuefan Shao,2023.0,Drug and Alcohol Dependence,1,EXCLUDE,"Exposure is cyberbullying victimization (interpersonal harm construct), not screen media use. Screen media receives zero analytic attention in all models.",EXCLUDE,"FT-EC2d: Paper tests cyberbullying victimization → substance initiation, not screen media → outcome. Cyberbullying is measured without separately measured screen time/dose. Results report cyberbullying victimization (OR=2.17-2.34, 95% CI) associated with substance initiation, but screen media is not the predictor and screen time/dose is not independently measured. Does not satisfy FT-IC2."
177,10.1037/hea0001251,Effects of the COVID-19 pandemic on screen time and sleep in early adolescents.,"Kiss, Orsolya",2023.0,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",1,INCLUDE,"Screen time (social media, video gaming) examined longitudinally across COVID-19 pandemic in association with sleep. ""Higher social media use and video gaming was associated with shorter time in bed, later bedtimes, and longer sleep onset latency.""",INCLUDE,"Uses ABCD study data. Tests screen time variables (social media platforms, single player video games) → sleep outcomes (time in bed, bedtime, sleep onset latency) across COVID-19 pandemic period. Results section reports extractable screen-specific statistics: χ²(1)=114.56, p<.01 for social media → TIB; χ²(1)=6.13, p=.013 for video games. Multiple slope estimates and p-values reported. Satisfies FT-IC2 (sleep outcome) and FT-IC3."
176,10.1037/hea0001248,Longitudinal relationships between lifestyle risk factors and neurodevelopment in early adolescence.,"Mewton, Louise",2023.0,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",1,EXCLUDE,"Uses US ABCD Study but screen media fails FT-IC2 (focal requirement). Methods explicitly define 'a single lifestyle risk factor domain (sleep, physical activity, BMI, and screen time)' analyzed via bivariate latent change score models where all four variables load onto one composite latent construct. Figure 1 shows screen time as one of four indicators feeding into unified RISK latent factor; results report only composite lifestyle risk associations with brain structure, not screen time-independent effects. Screen media is bundled in inseparable composite with no extractable screen-specific coefficient.",INCLUDE,"Uses ABCD study data. Tests multiple lifestyle risk factors (screen time, physical activity, sleep) → neurodevelopmental outcomes (brain structure, executive function, IQ). Extracted text indicates screen media is one predictor among several with its own extractable coefficients for associations with neural and cognitive outcomes. Satisfies FT-IC2 (neural/cognitive outcomes) and FT-IC3."
97,10.1016/j.cortex.2023.09.009,Impact of digital screen media activity on functional brain organization in late childhood: Evidence from the ABCD study.,"Miller, Jack",2023.0,Cortex; a journal devoted to the study of the nervous system and behavior,1,INCLUDE,"Six types of digital screen media activity are focal predictors of functional brain organization (rs-fMRI). ABCD N=7,809; GAMMs with statistics reported.",INCLUDE,Uses ABCD study data. Title explicitly states 'Impact of digital screen media activity on functional brain organization.' Tests screen media → brain functional organization (fMRI connectivity outcome). Expected extractable β coefficients and p-values for screen-to-brain associations. Satisfies FT-IC2 (neural/brain outcome) and FT-IC3.
5,10.1001/jamanetworkopen.2022.55466,Association of Physical Activity and Screen Time With Body Mass Index Among US Adolescents.,"Nagata, Jason M",2023.0,JAMA network open,1,INCLUDE,"Screen time is focal independent variable predicting BMI and overweight/obesity. ""Medium (RR, 1.24; 95% CI, 1.12-1.37) and high (RR, 1.29; 95% CI, 1.16-1.44) screen time categories were associated with higher overweight or obesity risk"" ""high: β = 6.97; 95% CI, 4.73-9.28""",INCLUDE,"Uses ABCD study data (N=11,878 as per abstract). Tests physical activity and screen time → body mass index (BMI; physical health outcome). Extractable screen time coefficients and p-values expected from multivariable regression models. Satisfies FT-IC2 (physical health outcome) and FT-IC3."
30,10.1002/jad.12124,Adverse childhood experiences and early adolescent cyberbullying in the United States.,"Nagata, Jason M",2023.0,Journal of adolescence,1,EXCLUDE,Screen media absent from all analytic models. Tests ACEs → cyberbullying victimization; covariates are sociodemographics only. No screen time or social media variable in any model.,EXCLUDE,"FT-EC2c: Paper tests adverse childhood experiences (ACEs) → cyberbullying (measured outcome), not screen media as predictor. Title indicates primary association is ACEs and early adolescent cyberbullying; screen time/media is not the focal predictor variable. Does not satisfy FT-IC2 (no screen → non-screen-outcome statistic)."
78,10.1016/j.acap.2022.12.007,Cyberbullying and Sleep Disturbance Among Early Adolescents in the U.S.,"Nagata, Jason M",2023.0,Academic pediatrics,1,EXCLUDE,"Screen time is exclusively a statistical covariate adjusting the cyberbullying-sleep association. ""Model 3: adjusted for sociodemographic factors and screen time."" Screen time RR=1.02 reported only as confounder adjustment.",EXCLUDE,"FT-EC2d: Paper tests cyberbullying → sleep disturbance, not screen time/media as predictor. Cyberbullying is the focal predictor and sleep disturbance is the outcome; screen media is not independently measured or reported as the predictor variable. Does not satisfy FT-IC2 (no extractable screen → non-screen-outcome statistic)."
87,10.1016/j.annepidem.2023.03.004,Associations between sexual orientation and early adolescent screen use: findings from the Adolescent Brain Cognitive Development (ABCD) Study.,"Nagata, Jason M",2023.0,Annals of epidemiology,1,INCLUDE,"Sexual orientation predicts screen use outcomes across modalities. ""Associations between sexual orientation and early adolescent screen use."" Screen time and problematic screen use are the primary outcome variables.",EXCLUDE,"Screen use is the outcome variable (sexual orientation predicts screen time), not the predictor of a non-screen outcome. Does not satisfy FT-IC2. FT-EC2: Screen media tested only against non-screen predictors without corresponding screen → non-screen-outcome statistics."
133,10.1016/j.jadohealth.2022.10.023,Screen Time and Obsessive-Compulsive Disorder Among Children 9-10Â Years Old: A Prospective Cohort Study.,"Nagata, Jason M",2023.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,INCLUDE,"Screen time predicts OCD prospectively. ""Each additional hour of total screen time was prospectively associated with 1.05 higher odds of OCD at 2-year follow-up (95% CI 1.01-1.09)."" Video games and watching videos also tested as specific predictors.",INCLUDE,"Screen time (predictor) → OCD diagnosis (mental health outcome, non-screen). Extractable stats: Each additional hour of total screen time associated with 1.05 higher odds of OCD (95% CI 1.01–1.09); video games OR 1.15 (95% CI 1.03–1.28); watching videos OR 1.11 (95% CI 1.01–1.23). Prospective cohort design satisfies FT-IC1, FT-IC2, FT-IC3."
157,10.1016/j.sleh.2023.02.005,Bedtime screen use behaviors and sleep outcomes: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.,"Nagata, Jason M",2023.0,Sleep health,1,INCLUDE,Bedtime screen use is focal predictor of sleep outcomes. Full regression tables with B and CIs.,INCLUDE,"Bedtime screen use behaviors (predictor) → sleep outcomes (non-screen). Extractable stats: TV/internet device in bedroom associated with trouble falling asleep (adjusted RR 1.27, 95% CI 1.12–1.44) and overall sleep disturbance (adjusted RR 1.15, 95% CI 1.06–1.25). Multiple other screen behaviors linked to sleep disturbances with extractable coefficients. Satisfies FT-IC1, FT-IC2, FT-IC3."
304,10.1111/jcpp.13673,Contemporary screen time modalities and disruptive behavior disorders in children: a prospective cohort study.,"Nagata, Jason M",2023.0,"Journal of child psychology and psychiatry, and allied disciplines",1,INCLUDE,"Transgender/gender-questioning identity predicts screen time and problematic screen use. ""transgender adolescents reported 4.51 (95% CI 1.17-7.85) more hours of total daily recreational screen time."" ""transgender identification was associated with higher problematic social media, video game, and mobile phone use.""",INCLUDE,"Screen time modalities (predictor) → conduct disorder and oppositional defiant disorder (behavioral outcomes, non-screen). Extractable stats: Each hour total screen time associated with 7% higher prevalence conduct disorder (95% CI 1.03–1.11), 5% higher ODD prevalence (95% CI 1.03–1.08). Social media per day: 62% higher conduct disorder prevalence (95% CI 1.39–1.87). Prospective design satisfies FT-IC1, FT-IC2, FT-IC3."
389,10.1186/s12889-023-15298-3,Problematic social media use and alcohol expectancies in early adolescents.,"Nagata, Jason M",2023.0,BMC public health,1,INCLUDE,"Screen media modalities predict substance use experimentation. ""Each additional hour on social media per day: 1.15 higher odds of alcohol experimentation, 1.23 higher odds of nicotine, 1.22 higher odds of cannabis in Year 3.""",INCLUDE,"Problematic social media use (predictor) → alcohol expectancies (behavioral outcome, non-screen). Extractable stats: Higher problematic social media use associated with higher positive expectancies (B = 0.045, 95% CI 0.020–0.069) and negative expectancies (B = 0.072, 95% CI 0.043–0.101). Cross-sectional ABCD analysis satisfies FT-IC1, FT-IC2, FT-IC3."
390,10.1186/s12889-023-16111-x,Associations between adverse childhood experiences and early adolescent problematic screen use in the United States.,"Raney, Julia H",2023.0,BMC public health,1,INCLUDE,"Sexual orientation predicts screen time and problematic screen use. ""sexual minority identification was associated with 3.72 (95% CI 2.96-4.47) more hours of daily recreational screen time"" and ""higher problematic social media use score (0.46, 95% CI 0.32-0.60).""",EXCLUDE,"Adverse childhood experiences (non-screen predictor) → problematic screen use (screen outcome). Screen use is the outcome variable, not the predictor of a non-screen outcome. Does not satisfy FT-IC2. FT-EC2: Screen media is the outcome; no screen → non-screen-outcome statistics extractable."
178,10.1037/hea0001351,Leveraging the adolescent brain cognitive development study to advance and promote adolescent health: Introduction to the special issue.,"Sanchez, Mariana",2023.0,"Health psychology : official journal of the Division of Health Psychology, American Psychological Association",1,EXCLUDE,"This is an editorial introduction to a special issue, not a primary research paper. The paper provides a narrative overview of ABCD research and cites findings from OTHER authors within the special issue. References to electronic media associations are citations to papers published in the special issue, not original empirical analysis conducted by this editorial. No independent statistical associations testing screen media effects are presented.",EXCLUDE,This is an editorial introduction to a special issue on the ABCD Study. It does not contain original ABCD analyses or extractable screen → non-screen-outcome statistics. Primarily descriptive overview of the study and other papers in the issue. FT-EC3: Review/commentary with no original ABCD analysis.
153,10.1016/j.pmedr.2023.102428,Identification and characterization of screen use trajectories from late childhood to adolescence in a US-population based cohort study.,"Shao, Iris Yuefan",2023.0,Preventive medicine reports,1,INCLUDE,Screen use trajectories are focal outcome identified via GBTM; tested against demographic and behavioral predictors. Extractable statistics.,EXCLUDE,Paper characterizes screen use trajectory subgroups and their sociodemographic/discrimination correlates. Screen use is not tested as a predictor of non-screen outcomes; instead trajectories are classified and correlated with demographics. No extractable screen → non-screen-outcome statistics. FT-EC4: No statistical association tested between screen media and a non-screen outcome; primarily descriptive characterization of trajectory classes.
119,10.1016/j.jaac.2023.02.014,Youth Screen Media Activity Patterns and Associations With Behavioral Developmental Measures and Resting-state Brain Functional Connectivity.,"Song, Kunru",2023.0,Journal of the American Academy of Child and Adolescent Psychiatry,1,INCLUDE,"Screen media activity pattern clusters are focal predictor against neurocognition, mental health, RSFC in N=11,815. Standardized β and FDR-corrected CIs reported.",INCLUDE,"Screen media activity patterns (predictor) → neurocognitive performance, behavioral problems, psychotic-like experiences (behavioral/cognitive outcomes, non-screen) AND resting-state brain functional connectivity (neural outcome, non-screen). Extractable stats: Video-centric higher-frequency SMA vs lower-frequency associated with poorer neurocognition (b = 0.12, 95% CI [0.08, 0.16], FDR p < .001), more behavioral problems (b = 0.13, 95% CI [0.09, 0.18], FDR p < .001), more psychotic-like experiences (b = 0.31, 95% CI [0.27, 0.36], FDR p < .001). Satisfies FT-IC1, FT-IC2, FT-IC3."
185,10.1038/s41398-023-02502-6,Generalizable prediction of childhood ADHD symptoms from neurocognitive testing and youth characteristics.,"Weigard, Alexander",2023.0,Translational psychiatry,1,EXCLUDE,Screen time is one of 100+ features in a machine learning prediction model for ADHD symptoms but has no extractable coefficient or independent statistical test for the screen time → ADHD association. Screen time functions as a covariate in a comprehensive neurocognitive prediction framework rather than as a focal variable of analytical interest. No extractable screen media → outcome statistics are reported for screen time specifically.,EXCLUDE,"Screen time is one of many predictors in machine learning models predicting ADHD symptoms. While screen time is included as a feature, no extractable individual coefficient/CI/p-value is reported specifically for screen time → ADHD association. Models report overall variance explained (15–20%) with multiple contributing domains but not screen-specific statistics. FT-EC2: Screen media used as a covariate in a composite model with no reported extractable screen-specific coefficient."
