row_id,doi,pmid,pmid_lookup_status,abstract_text,abstract_retrieval_status,abstract_word_count,coder,date_coded,notes
727,10.1016/j.eclinm.2023.102021,37333663,found,"BACKGROUND: Attention deficit/hyperactivity disorder (ADHD) is usually conceptualized as a childhood-onset neurodevelopmental disorder, in which symptoms either decrease steadily into adulthood or remain stable. A recent study challenged this view, reporting that for most with ADHD, diagnostic status fluctuates with age. We ask if such a 'fluctuating' ADHD symptom trajectory subgroup is present in other population-based and clinic-based cohorts, centered on childhood and adolescence. METHODS: Cohorts were the population-based Adolescent Brain Cognitive Development (ABCD: N = 9735), Neurobehavioral Clinical Research (NCR: N = 258), and the Nathan Kline Institute-Rockland (NKI-Rockland: N = 149). All participants had three or more assessments spanning different age windows. Participants were categorized into developmental diagnostic subgroups: fluctuant ADHD (defined by two or more switches between meeting and not meeting ADHD criteria), remitting ADHD, persisting ADHD, emerging ADHD and never affected. Data were collected between 2011 and 2022. Analyses were performed between May 2022 and April 2023. FINDINGS: A subgroup with fluctuant child and adolescent ADHD diagnoses was found in all cohorts (29.3% of participants with ADHD in ABCD, 26.6% in NCR and 17% in NKI-Rockland). While the proportion of those with fluctuant ADHD increased with the number of assessments, it never constituted the dominant subgroup. INTERPRETATION: We provide further evidence in three cohorts for the existence of a fluctuant ADHD diagnostic subgroup during childhood and adolescence, albeit in a minority of cases. Such fluctuant child and adolescent ADHD diagnoses may suggest a natural history more akin to relapsing-remitting mood disorders and/or a marked sensitivity to environmental shifts that occur across development. FUNDING: Intramural programs of the NHGRI and NIMH.",retrieved,264,AI,2026-03-24,
728,10.1017/S0954579423000524,37272416,found,"Early adolescence is characterized by rapid changes in executive function and increased vulnerability to internalizing difficulties. The aim of this study was to explore whether internalizing symptoms are stable across early adolescence and to identify possible links with executive function. Using data from the Adolescent Brain and Cognitive Development Study (ABCD), we identified four dimensions of internalizing symptoms from item-level ratings on the Child Behavior Checklist at ages 10 (n = 10,841) and 12 (n = 5,846), with an invariant factor structure across time. These dimensions corresponded to anxiety, depression, withdrawal, and somatic problems. We then examined associations between these dimensions and three aspects of executive function at age 10 measured by the NIH Toolbox: inhibition, shifting and working memory. Worse shifting and inhibition at age 10 was associated with elevated symptoms of anxiety and withdrawal cross-sectionally, while poor inhibition was also uniquely associated with symptoms of depression. Longitudinal associations were more limited: Worse inhibition at age 10 predicted greater symptoms of withdrawal at age 12, while worse shifting predicted fewer symptoms of anxiety 2 years later. These findings suggest that poor executive function in early adolescence is associated with greater internalizing difficulties and poor inhibition may contribute to later social withdrawal.",retrieved,202,AI,2026-03-24,
729,10.1007/s10802-023-01090-9,37273065,found,"Alcohol use emerges during early adolescence and is strongly associated with individual and peer risky, delinquent, and rule breaking behaviors. Genetic predisposition for risky behavior contributes to individual rule breaking in adolescence and can also evoke peer rule breaking or lead youth to select into delinquent peer groups via gene-environment correlations (rGE), collectively increasing risk for alcohol use. Little research has examined whether genetic predisposition for risky behavior contributes to individual and peer rule breaking behavior in developmental pathways to alcohol use in early adolescence or in large diverse racial/ethnic populations. To address this, polygenic scores for risky behavior were considered predictors of individual rule breaking, peer rule breaking, and alcohol sips using data from the Adolescent Brain Cognitive Development (ABCD) study at age 11-12 and 12-13 in a cross-time cross-lagged model. This was examined separately in European American (EA; n = 5113; 47% female), African American (AA; n = 1159; 50% female), and Hispanic/Latinx (Latinx; n = 1624; 48% female) subgroups accounting for sociodemographic covariates and genetic ancestry principal components. Polygenic scores were positively associated with all constructs in EAs, with individual rule breaking at age 11-12 in AAs and Latinx, and with alcohol sips at age 11-12 in Latinx. Individual and peer rule breaking were associated with one another across time only in the EA subgroup. In all subgroups, peer rule breaking at 12-13 was associated with alcohol sips at 12-13. Results indicate that alcohol sips in early adolescence are associated with individual and peer rule breaking with rGE implicated in EAs.",retrieved,254,AI,2026-03-24,
730,10.1038/s41598-023-34399-y,37277504,found,"Functional impairments in cognition are frequently thought to be a feature of individuals with depression or anxiety. However, documented impairments are both broad and inconsistent, with little known about when they emerge, whether they are causes or effects of affective symptoms, or whether specific cognitive systems are implicated. Here, we show, in the adolescent ABCD cohort (N = 11,876), that attention dysregulation is a robust factor underlying wide-ranging cognitive task impairments seen in adolescents with moderate to severe anxiety or low mood. We stratified individuals high in DSM-oriented depression or anxiety symptomology, and low in attention deficit hyperactivity disorder (ADHD), as well as vice versa - demonstrating that those high in depression or anxiety dimensions but low in ADHD symptoms not only exhibited normal task performance across several commonly studied cognitive paradigms, but out-performed controls in several domains, as well as in those low in both dimensions. Similarly, we showed that there were no associations between psychopathological dimensions and performance on an extensive cognitive battery after controlling for attention dysregulation. Further, corroborating previous research, the co-occurrence of attention dysregulation was associated with a wide range of other adverse outcomes, psychopathological features, and executive functioning (EF) impairments. To assess how attention dysregulation relates to and generates diverse psychopathology, we performed confirmatory and exploratory network analysis with different analytic approaches using Gaussian Graphical Models and Directed Acyclic Graphs to examine interactions between ADHD, anxiety, low mood, oppositional defiant disorder (ODD), social relationships, and cognition. Confirmatory centrality analysis indicated that features of attention dysregulation were indeed central and robustly connected to a wide range of psychopathological traits across different categories, scales, and time points. Exploratory network analysis indicated potentially important bridging traits and socioenvironmental influences in the relationships between ADHD symptoms and mood/anxiety disorders. Trait perfectionism was uniquely associated with both better cognitive performance and broad psychopathological dimensions. This work suggests that attentional dysregulation may moderate the breadth of EF, fluid, and crystalized cognitive task outcomes seen in adolescents with anxiety and low mood, and may be central to disparate pathological features, and thus a target for attenuating wide-ranging negative developmental outcomes.",retrieved,349,AI,2026-03-24,
731,10.1017/S0033291723001472,37264939,found,"BACKGROUND: Undergoing puberty ahead of peers ('earlier pubertal timing') is an important risk factor for mental health problems during early adolescence. The current study examined pathways between pubertal timing and mental health via connectivity of neural systems implicated in emotional reactivity and regulation (specifically corticolimbic connections) in 9- to 14-year-olds. METHOD: Research questions were examined in the Adolescent Brain Cognitive Development (ABCD) Study, a large population representative sample in the United States. Linear mixed models examined associations between pubertal timing and resting-state corticolimbic connectivity. Significant connections were examined as potential mediators of the relationship between pubertal timing and mental health (withdrawn depressed and rule-breaking) problems. Exploratory analyses interrogated whether the family environment moderated neural risk patterns in those undergoing puberty earlier than their peers. RESULTS: Earlier pubertal timing was related to decreased connectivity between limbic structures (bilateral amygdala and right hippocampus) and the cingulo-opercular network, left amygdala and somatomotor (mouth) network, as well as between the left hippocampus and ventral attention network and visual network. Corticolimbic connections also mediated the relationship between earlier pubertal timing and increased withdrawn depressed problems (but not rule-breaking problems). Finally, parental acceptance buffered against connectivity patterns that were implicated in withdrawn depressed problems in those undergoing puberty earlier than their peers. CONCLUSION: Findings highlight the role of decreased corticolimbic connectivity in mediating pathways between earlier pubertal timing and withdrawn depressed problems, and we present preliminary evidence that the family environment may buffer against these neural risk patterns during early adolescence.",retrieved,245,AI,2026-03-24,
732,10.1016/j.sleh.2023.03.005,37270396,found,"OBJECTIVES: Youth raised in stressful environments are at increased risk for developing impulsive traits, which are a robust precursor of problem behaviors. Sleep may mediate the link between stress and problem behaviors as it is both sensitive to stress and essential for neurocognitive development underlying behavioral control during adolescence. The default mode network (DMN) is a brain network implicated in stress regulation and sleep. Yet, it is poorly understood how individual differences in resting-state DMN moderate the effect of stressful environments on impulsivity via sleep problems. METHODS: Three waves of data spanning 2 years were obtained from the Adolescent Brain and Cognitive Development Study, a national longitudinal sample of 11,878 children (Mage at baseline = 10.1; 47.8% female). Structural equation modeling was used to test (a) the mediating role of sleep at T3 in the link between stressful environments at baseline and impulsivity at T5 and (b) the moderation of this indirect association by baseline levels of within-DMN resting-state functional connectivity. RESULTS: Sleep problems, shorter sleep duration, and longer sleep latency significantly mediated the link between stressful environments and youth impulsivity. Youth with elevated within-DMN resting-state functional connectivity showed intensified associations between stressful environments and impulsivity via shorter sleep duration. CONCLUSION: Our findings suggest that sleep health can be a target for preventive intervention and thereby mitigate the link between stressful environments and increased levels of youth impulsivity.",retrieved,228,AI,2026-03-24,
733,10.1001/jamapsychiatry.2023.0379,37017952,found,"IMPORTANCE: Sleep problems and psychopathology symptoms are highly comorbid and bidirectionally correlated across childhood and adolescence. Whether these associations are specific to discrete profiles of sleep problems and specific internalizing and externalizing phenomena is currently unclear. OBJECTIVE: To characterize individual changes in profiles of sleep problems and their prospective associations with psychopathology symptoms across the transition from childhood to adolescence. DESIGN, SETTING, AND PARTICIPANTS: This observational cohort study used baseline data (participant age of 9 to 11 years) and 2-year follow-up data (participant age of 11 to 13 years) from the community-setting, multicenter Adolescent Brain Cognitive Development (ABCD) study. Individuals were assessed for a range of sleep problems at both waves and categorized into profiles via latent profile analysis. The stability and change in these profiles over time was assessed via latent transition analysis. Logistic regression models examined whether psychopathology symptoms were cross-sectionally associated with profile membership and whether transitions between profiles were associated with changes psychopathology symptoms over time. Data were collected from September 2016 to January 2020, and data were analyzed from August 2021 to July 2022. EXPOSURES: Sleep problems were assessed at both baseline and follow-up via the parent-reported Sleep Disturbance Scale for Children (SDSC). MAIN OUTCOMES AND MEASURES: Psychopathology symptoms at both baseline and follow-up were assessed using the internalizing and externalizing dimension scores derived from the parent-reported Child Behavior Checklist. RESULTS: A total of 10 313 individuals (4913 [47.6%] were female) were categorized into 4 latent profiles of sleep problems at both baseline and follow-up: a low disturbance profile, a sleep onset/maintenance problems profile, a moderate and nonspecific disturbance profile (termed mixed disturbance), and a high disturbance profile. Individuals in the 3 more severe problem profiles displayed greater risk of concurrent internalizing symptoms (sleep onset/maintenance problems: odds ratio [OR], 1.30; 95% CI, 1.25-1.35; P < .001; mixed disturbance: OR, 1.29; 95% CI, 1.25-1.33; P < .001; high disturbance: OR, 1.44; 95% CI, 1.40-1.49; P < .001) and externalizing symptoms (sleep onset/maintenance problems: OR, 1.20; 95% CI, 1.16-1.23; P < .001; mixed disturbance: OR, 1.17; 95% CI, 1.14-1.20; P < .001; high disturbance: OR, 1.24; 95% CI, 1.21-1.28; P < .001). Transitions between sleep profiles over time were associated with prospective internalizing and externalizing symptoms, but not vice versa. CONCLUSIONS AND RELEVANCE: There are substantial changes in sleep problems across the transition to adolescence that are associated with later internalizing and externalizing symptoms. Sleep profiles could be targeted in future intervention and treatment programs to improve sleep-related and mental health-related outcomes across development.",retrieved,417,AI,2026-03-24,
734,10.1001/jamapsychiatry.2023.0716,37074691,found,"IMPORTANCE: Cognitive impairment in depression is poorly understood. Family history of depression is a potentially useful risk marker for cognitive impairment, facilitating early identification and targeted intervention in those at highest risk, even if they do not themselves have depression. Several research cohorts have emerged recently that enable findings to be compared according to varying depths of family history phenotyping, in some cases also with genetic data, across the life span. OBJECTIVE: To investigate associations between familial risk of depression and cognitive performance in 4 independent cohorts with varied depth of assessment, using both family history and genetic risk measures. DESIGN, SETTING, AND PARTICIPANTS: This study used data from the Three Generations at High and Low Risk of Depression Followed Longitudinally (TGS) family study (data collected from 1982 to 2015) and 3 large population cohorts, including the Adolescent Brain Cognitive Development (ABCD) study (data collected from 2016 to 2021), National Longitudinal Study of Adolescent to Adult Health (Add Health; data collected from 1994 to 2018), and UK Biobank (data collected from 2006 to 2022). Children and adults with or without familial risk of depression were included. Cross-sectional analyses were conducted from March to June 2022. EXPOSURES: Family history (across 1 or 2 prior generations) and polygenic risk of depression. MAIN OUTCOMES AND MEASURES: Neurocognitive tests at follow-up. Regression models were adjusted for confounders and corrected for multiple comparisons. RESULTS: A total of 57 308 participants were studied, including 87 from TGS (42 [48%] female; mean [SD] age, 19.7 [6.6] years), 10 258 from ABCD (4899 [48%] female; mean [SD] age, 12.0 [0.7] years), 1064 from Add Health (584 [49%] female; mean [SD] age, 37.8 [1.9] years), and 45 899 from UK Biobank (23 605 [51%] female; mean [SD] age, 64.0 [7.7] years). In the younger cohorts (TGS, ABCD, and Add Health), family history of depression was primarily associated with lower performance in the memory domain, and there were indications that this may be partly associated with educational and socioeconomic factors. In the older UK Biobank cohort, there were associations with processing speed, attention, and executive function, with little evidence of education or socioeconomic influences. These associations were evident even in participants who had never been depressed themselves. Effect sizes between familial risk of depression and neurocognitive test performance were largest in TGS; the largest standardized mean differences in primary analyses were -0.55 (95% CI, -1.49 to 0.38) in TGS, -0.09 (95% CI, -0.15 to -0.03) in ABCD, -0.16 (95% CI, -0.31 to -0.01) in Add Health, and -0.10 (95% CI, -0.13 to -0.06) in UK Biobank. Results were generally similar in the polygenic risk score analyses. In UK Biobank, several tasks showed statistically significant associations in the polygenic risk score analysis that were not evident in the family history models. CONCLUSIONS AND RELEVANCE: In this study, whether assessed by family history or genetic data, depression in prior generations was associated with lower cognitive performance in offspring. There are opportunities to generate hypotheses about how this arises through genetic and environmental determinants, moderators of brain development and brain aging, and potentially modifiable social and lifestyle factors across the life span.",retrieved,519,AI,2026-03-24,
735,10.1542/peds.2022-060610,37212029,found,"OBJECTIVES: To examine how youth and their caregivers' mental health risk factors for suicide are associated with youth firearm access inside and outside the home. METHODS: This study examines a cross-section of the Adolescent Brain and Cognitive Development Social Development study data collected from 2016 to 2021. The sample included 2277 children aged 10 to 15 years from 5 study sites across the United States. We estimated multilevel generalized linear models of household firearm ownership and the child's reported firearm access (hard access or easy access). The primary exposures were the child's and their caregivers' mental health risk factors for suicide. RESULTS: In the Adolescent Brain and Cognitive Development Social Development study sample, approximately 20% of children lived in a firearm-owning household and 5% of all children reported easy firearm access. In non-firearm-owning households, children with diagnosed lifetime suicidality were 2.48 times more likely (95% confidence interval [CI], 1.50-4.10) than their counterparts to report easy firearm access. In firearm-owning households, children of caregivers who self-reported any mental health history or externalizing problems were 1.67 times (95% CI, 1.10-2.54) and 2.28 times (95% CI, 1.55-3.37) more likely than their counterparts to report easy firearm access. CONCLUSIONS: Youths with mental health risk factors for suicide may be just as likely or more likely to report firearm access as those without such risk factors. Youth suicide prevention efforts should address youths' firearm access outside the home and caregiver mental health.",retrieved,237,AI,2026-03-24,
736,10.1001/jamanetworkopen.2023.20276,37368403,found,"IMPORTANCE: Lower neighborhood and household socioeconomic status (SES) are associated with negative health outcomes and altered brain structure in children. It is unclear whether such findings extend to white matter and via what mechanisms. OBJECTIVE: To assess whether and how neighborhood and household SES are independently associated with children's white matter microstructure and examine whether obesity and cognitive performance (reflecting environmental cognitive and sensory stimulation) are plausible mediators. DESIGN, SETTING, AND PARTICIPANTS: This cross-sectional study used baseline data from participants in the Adolescent Brain Cognitive Development (ABCD) study. Data were collected at 21 US sites, and school-based recruitment was used to represent the US population. Children aged 9 to 11 years and their parents or caregivers completed assessments between October 1, 2016, and October 31, 2018. After exclusions, 8842 of 11 875 children in the ABCD study were included in the analyses. Data analysis was conducted from July 11 to December 19, 2022. EXPOSURES: Neighborhood disadvantage was derived from area deprivation indices at participants' primary residence. Household SES factors were total income and highest parental educational attainment. MAIN OUTCOMES AND MEASURES: A restriction spectrum imaging (RSI) model was used to quantify restricted normalized directional (RND; reflecting oriented myelin organization) and restricted normalized isotropic (RNI; reflecting glial and neuronal cell bodies) diffusion in 31 major white matter tracts. The RSI measurements were scanner harmonized. Obesity was assessed through body mass index (BMI; calculated as weight in kilograms divided by height in meters squared), age- and sex-adjusted BMI z scores, and waist circumference, and cognition was assessed through the National Institutes of Health Toolbox Cognition Battery. Analyses were adjusted for age, sex, pubertal development stage, intracranial volume, mean head motion, and twin or siblingship. RESULTS: Among 8842 children, 4543 (51.4%) were boys, and the mean (SD) age was 9.9 (0.7) years. Linear mixed-effects models revealed that greater neighborhood disadvantage was associated with lower RSI-RND in the left superior longitudinal fasciculus (β = -0.055; 95% CI, -0.081 to -0.028) and forceps major (β = -0.040; 95% CI, -0.067 to -0.013). Lower parental educational attainment was associated with lower RSI-RND in the bilateral superior longitudinal fasciculus (eg, right hemisphere: β = 0.053; 95% CI, 0.025-0.080) and bilateral corticospinal or pyramidal tract (eg, right hemisphere: β = 0.042; 95% CI, 0.015-0.069). Structural equation models revealed that lower cognitive performance (eg, lower total cognition score and higher neighborhood disadvantage: β = -0.012; 95% CI, -0.016 to -0.009) and greater obesity (eg, higher BMI and higher neighborhood disadvantage: β = -0.004; 95% CI, -0.006 to -0.001) partially accounted for the associations between SES and RSI-RND. Lower household income was associated with higher RSI-RNI in most tracts (eg, right inferior longitudinal fasciculus: β = -0.042 [95% CI, -0.073 to -0.012]; right anterior thalamic radiations: β = -0.045 [95% CI, -0.075 to -0.014]), and greater neighborhood disadvantage had similar associations in primarily frontolimbic tracts (eg, right fornix: β = 0.046 [95% CI, 0.019-0.074]; right anterior thalamic radiations: β = 0.045 [95% CI, 0.018-0.072]). Lower parental educational attainment was associated with higher RSI-RNI in the forceps major (β = -0.048; 95% CI, -0.077 to -0.020). Greater obesity partially accounted for these SES associations with RSI-RNI (eg, higher BMI and higher neighborhood disadvantage: β = 0.015; 95% CI, 0.011-0.020). Findings were robust in sensitivity analyses and were corroborated using diffusion tensor imaging. CONCLUSIONS AND RELEVANCE: In this cross-sectional study, both neighborhood and household contexts were associated with white matter development in children, and findings suggested that obesity and cognitive performance were possible mediators in these associations. Future research on children's brain health may benefit from considering these factors from multiple socioeconomic perspectives.",retrieved,601,AI,2026-03-24,
737,10.1016/j.envint.2023.108001,37307604,found,"BACKGROUND: Air pollution is linked to neurodevelopmental delays, but its association with longitudinal changes in brain network development has yet to be investigated. We aimed to characterize the effect of PM2.5, O3, and NO2 exposure at ages 9-10 years on changes in functional connectivity (FC) over a 2-year follow-up period, with a focus on the salience (SN), frontoparietal (FPN), and default-mode (DMN) brain networks as well as the amygdala and hippocampus given their importance in emotional and cognitive functioning. METHODS: A sample of children (N = 9,497; with 1-2 scans each for a total of 13,824 scans; 45.6% with two brain scans) from the Adolescent Brain Cognitive Development (ABCD) Study® were included. Annual averages of pollutant concentrations were assigned to the child's primary residential address using an ensemble-based exposure modeling approach. Resting-state functional MRI was collected on 3T MRI scanners. First, developmental linear mixed-effect models were performed to characterize typical FC development within our sample. Next, single- and multi-pollutant linear mixed-effect models were constructed to examine the association between exposure and intra-network, inter-network, and subcortical-to-network FC change over time, adjusting for sex, race/ethnicity, income, parental education, handedness, scanner type, and motion. RESULTS: Developmental profiles of FC over the 2-year follow-up included intra-network integration within the DMN and FPN as well as inter-network integration between the SN-FPN; along with intra-network segregation in the SN as well as subcortical-to-network segregation more broadly. Higher PM2.5 exposure resulted in greater inter-network and subcortical-to-network FC over time. In contrast, higher O3 concentrations resulted in greater intra-network, but less subcortical-to-network FC over time. Lastly, higher NO2 exposure led to less inter-network and subcortical-to-network FC over the 2-year follow-up period. CONCLUSION: Taken together, PM2.5, O3, and NO2 exposure in childhood relate to distinct changes in patterns of network maturation over time. This is the first study to show outdoor ambient air pollution during childhood is linked to longitudinal changes in brain network connectivity development.",retrieved,317,AI,2026-03-24,
738,10.1111/jcpp.13843,37248201,found,"BACKGROUND: Adolescence, a developmental period characterized by significant changes in sleep, is associated with normative increases in impulsivity. While short sleep duration has been linked to elevated impulsivity, the neural mechanism underlying the relationship between short sleep duration and elevated impulsivity remains poorly understood. METHODS: We analyzed a dataset of 7,884 drug-naive 9-10 year-olds from the Adolescent Brain Cognitive Development (ABCD) study. Among them, 5,166 have two-year follow-up neuroimaging data. Linear mixed-effects models, mediation analyses, and longitudinal mediation analyses were used to investigate the relationship between parent-reported sleep duration, impulsivity, and functional and structural connectivity between the cortex and the striatum. RESULTS: We found that less sleep duration is significantly associated with higher positive and negative urgency, which are two affect-related components of impulsivity. In addition, we observed a link between short sleep duration and reduced corticostriatal connectivity. Neural pathways associated with short sleep duration-functional connectivity between the cingulo-opercular network and the left caudate, and between the cingulo-parietal network and the right pallidum-mediated the association between sleep duration and positive urgency both at baseline and two-year follow-up. Longitudinal mediation analyses further revealed that short sleep duration and elevated positive urgency exacerbated each other through these two corticostriatal connectivities. CONCLUSIONS: These findings highlight the key role of corticostriatal connectivities in the reciprocal relationship between short sleep duration and elevated impulsivity. Given the increasing prevalence of short sleep duration in adolescents, the link between sleep duration, impulsivity, and corticostriatal connectivities has important implications for timely interventions to address impulsive problems in early adolescents.",retrieved,251,AI,2026-03-24,
739,10.1038/d41591-023-00048-0,37237028,found,,unavailable,0,AI,2026-03-24,
740,10.1038/s41398-023-02475-6,37236919,found,"The fornix is a white matter bundle located in the center of the hippocampaldiencephalic limbic circuit that controls memory and executive functions, yet its genetic architectures and involvement in brain disorders remain largely unknown. We carried out a genome-wide association analysis of 30,832 UK Biobank individuals of the six fornix diffusion magnetic resonance imaging (dMRI) traits. The post-GWAS analysis allowed us to identify causal genetic variants in phenotypes at the single nucleotide polymorphisms (SNP), locus, and gene levels, as well as genetic overlap with brain health-related traits. We further generalized our GWAS in adolescent brain cognitive development (ABCD) cohort. The GWAS identified 63 independent significant variants within 20 genomic loci associated (P < 8.33 × 10-9) with the six fornix dMRI traits. Geminin coiled-coil domain containing (GMNC) and NUAK family SNF1-like kinase 1 (NUAK1) gene were highlighted, which were found in UKB and replicated in ABCD. The heritability of the six traits ranged from 10% to 27%. Gene mapping strategies identified 213 genes, where 11 were supported by all of four methods. Gene-based analyses revealed pathways relating to cell development and differentiation, with astrocytes found to be significantly enriched. Pleiotropy analyses with eight neurological and psychiatric disorders revealed shared variants, especially with schizophrenia under the conjFDR threshold of 0.05. These findings advance our understanding of the complex genetic architectures of fornix and their relevance in neurological and psychiatric disorders.",retrieved,229,AI,2026-03-24,
741,10.1037/hea0001290,37227824,found,"OBJECTIVE: Alcohol expectancies (AE) during early adolescence predict early alcohol use initiation and problem drinking both cross-sectionally and prospectively well into adulthood. Yet, our understanding of the sociocultural factors associated with AE during this development period remains limited. This study examines associations between AE and sociocultural factors across various domains (i.e., individual, family, peer, school, community, and culture) in a demographically diverse sample of 10- to 14-year-old youth in the Adolescent Brain Cognitive Development Study (ABCD Study). METHOD: This cross-sectional study used 2-year follow-up data from the ABCD Release 3.0 for N = 5,322 early adolescents (Mage = 12 years [SD = 0.6]; 47% male). Approximately 60% identified as non-Hispanic/Latinx White, 17% as Hispanic/Latinx, 11% as non-Hispanic/Latinx Black, 2% as non-Hispanic/Latinx Asian, and 11% as mixed/other race-ethnicity. Separate models for positive and negative AE outcomes were conducted using linear mixed-effect models while controlling for demographic covariates. RESULTS: Positive AE were most strongly associated with familism, followed by other peer, school, community, and cultural level factors. Negative AE were most strongly associated with the peer-level factor of relational victimization and the individual-level factor of negative life events, followed by other peer, school, and community-level factors. CONCLUSION: The present findings reveal the potential constellation of sociocultural factors that may serve as targets for modifying AE during the middle school years. Study results also underscore the need for future research that integrates cultural factors into our understanding of alcohol use risk and resilience during early adolescence. (PsycInfo Database Record (c) 2023 APA, all rights reserved).",retrieved,252,AI,2026-03-24,
742,10.1016/j.ajpc.2023.100508,37313357,found,"The COVID-19 pandemic led to significant disruptions in the lifestyle behaviors of adolescents; however, there is a paucity of data on objective changes in health indicators of adolescents such as blood pressure, hypertension, and weight. The aim of this study is to quantify differences in blood pressure and weight before and during the COVID-19 pandemic among a demographically diverse national sample of early adolescents. We analyzed cross-sectional data from 2018 to 2020, corresponding to the second follow-up year (Year 2) of the Adolescent Brain Cognitive Development (ABCD) Study. Among 4,065 early adolescents (mean age 12.00, 49.4% female, 55.5% white), 3.4% vs 6.4% of adolescents had hypertension pre-pandemic vs during the pandemic (p < 0.001). The pandemic was associated with a 4.65 percentile (95% CI 2.65, 6.66) higher diastolic blood pressure, and a 1.68 kg (95% CI 0.51, 2.85) higher weight when adjusting for covariates. The pandemic was associated with a 1.97 higher odds of hypertension (95% CI 1.33, 2.92) compared to pre-pandemic when adjusting for covariates. Future studies should explore mechanisms and longitudinal trends in blood pressure among adolescents as they return to pre-pandemic lifestyle behaviors.",retrieved,186,AI,2026-03-24,
743,10.1038/s41593-023-01321-8,37202553,found,"Childhood psychiatric symptoms are often diffuse but can coalesce into discrete mental illnesses during late adolescence. We leveraged polygenic scores (PGSs) to parse genomic risk for childhood symptoms and to uncover related neurodevelopmental mechanisms with transcriptomic and neuroimaging data. In independent samples (Adolescent Brain Cognitive Development, Generation R) a narrow cross-disorder neurodevelopmental PGS, reflecting risk for attention deficit hyperactivity disorder, autism, depression and Tourette syndrome, predicted psychiatric symptoms through early adolescence with greater sensitivity than broad cross-disorder PGSs reflecting shared risk across eight psychiatric disorders, the disorder-specific PGS individually or two other narrow cross-disorder (Compulsive, Mood-Psychotic) scores. Neurodevelopmental PGS-associated genes were preferentially expressed in the cerebellum, where their expression peaked prenatally. Further, lower gray matter volumes in cerebellum and functionally coupled cortical regions associated with psychiatric symptoms in mid-childhood. These findings demonstrate that the genetic underpinnings of pediatric psychiatric symptoms differ from those of adult illness, and implicate fetal cerebellar developmental processes that endure through childhood.",retrieved,156,AI,2026-03-24,
744,10.1016/j.dcn.2023.101256,37210754,found,"Early-life adversity has profound consequences for youth neurodevelopment and adjustment; however, experiences of adversity are heterogeneous and interrelated in complex ways that can be difficult to operationalize and organize in developmental research. We sought to characterize the underlying dimensional structure of co-occurring adverse experiences among a subset of youth (ages 9-10) from the Adolescent Brain Cognitive Development (ABCD) Study (N = 7115), a community sample of youth in the United States. We identified 60 environmental and experiential variables that reflect adverse experiences. Exploratory factor analysis identified 10 robust dimensions of early-life adversity co-occurrence, corresponding to conceptual domains such as caregiver substance use and biological caregiver separation, caregiver psychopathology, caregiver lack of support, and socioeconomic disadvantage / neighborhood lack of safety. These dimensions demonstrated distinct associations with internalizing problems, externalizing problems, cognitive flexibility, and inhibitory control. Non-metric multidimensional scaling characterized qualitative similarity among the 10 identified dimensions. Results supported a nonlinear three-dimensional structure representing early-life adversity, including continuous gradients of ""perspective"", ""environmental uncertainty"", and ""acts of omission/commission"". Our findings suggest that there are distinct dimensions of early-life adversity co-occurrence in the ABCD sample at baseline, and the resulting dimensions may have unique implications for neurodevelopment and youth behavior.",retrieved,197,AI,2026-03-24,
745,10.1016/j.celrep.2023.112521,37200192,found,"During childhood, neural systems supporting high-level cognitive processes undergo periods of rapid growth and refinement, which rely on the successful coordination of activation across the brain. Some coordination occurs via cortical hubs-brain regions that coactivate with functional networks other than their own. Adult cortical hubs map into three distinct profiles, but less is known about hub categories during development, when critical improvement in cognition occurs. We identify four distinct hub categories in a large youth sample (n = 567, ages 8.5-17.2), each exhibiting more diverse connectivity profiles than adults. Youth hubs integrating control-sensory processing split into two distinct categories (visual control and auditory/motor control), whereas adult hubs unite under one. This split suggests a need for segregating sensory stimuli while functional networks are experiencing rapid development. Functional coactivation strength for youth control-processing hubs are associated with task performance, suggesting a specialized role in routing sensory information to and from the brain's control system.",retrieved,153,AI,2026-03-24,
